_time,STKAvgTPS
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,0.1
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,1.5
03:00:00,0.244
03:00:00,1.5
03:00:00,0.2
03:00:00,1.5
03:00:00,1.5
03:00:00,0.21
03:00:00,1.5
03:00:00,1
03:00:00,1.5
